# IR, RED, Calculated Heart Rate, Calculated Respiration Rate, Calculated SPO2
223684.00,216641.00,55.56,11.54,99.86
223849.00,216537.00,55.56,11.54,99.86
223918.00,216581.00,55.56,11.54,99.86
223993.00,216751.00,55.56,11.54,99.86
224086.00,216572.00,55.56,11.54,99.86
224100.00,216630.00,55.56,11.54,99.86
224199.00,216814.00,55.56,11.54,99.86
224311.00,216688.00,55.56,11.54,99.86
224498.00,216726.00,55.56,11.54,99.86
224466.00,216914.00,55.56,11.54,99.86
224580.00,216696.00,55.56,11.54,99.86
224630.00,216814.00,55.56,11.54,99.86
224732.00,216972.00,55.56,11.54,99.86
224828.00,216861.00,55.56,11.54,99.86
225004.00,216887.00,55.56,11.54,99.86
224931.00,217074.00,55.56,11.54,99.86
225087.00,216986.00,55.56,11.54,99.86
225204.00,216963.00,55.56,11.54,99.86
225211.00,217130.00,55.56,11.54,99.86
225269.00,217050.00,55.56,11.54,99.86
225479.00,217043.00,55.56,11.54,99.86
225372.00,217211.00,55.56,11.54,99.86
225518.00,217123.00,55.56,11.54,99.86
225656.00,217153.00,55.56,11.54,99.94
225648.00,217246.00,55.56,11.54,99.94
225433.00,217141.00,55.56,11.54,99.94
225151.00,217064.00,55.56,11.54,99.94
224716.00,216955.00,55.56,11.54,99.94
224231.00,216752.00,55.56,11.54,99.94
223857.00,216601.00,55.56,11.54,99.94
223503.00,216512.00,55.56,11.54,99.94
223216.00,216363.00,55.56,11.54,99.94
222898.00,216196.00,55.56,11.54,99.94
222699.00,216192.00,55.56,11.54,99.94
222482.00,216076.00,55.56,11.54,99.94
222287.00,215980.00,55.56,11.54,99.94
222140.00,216003.00,55.56,11.54,99.94
222118.00,215974.00,55.56,11.54,99.94
222208.00,216015.00,55.56,11.54,99.94
222295.00,215941.00,55.56,11.54,99.94
222335.00,216069.00,55.56,11.54,99.94
222386.00,216055.00,55.56,11.54,99.94
222407.00,216090.00,55.56,11.54,99.94
222477.00,216070.00,55.56,11.54,99.94
222485.00,216111.00,55.56,11.54,99.94
222595.00,216010.00,55.56,11.54,99.94
222644.00,216143.00,55.56,11.54,99.94
222681.00,216147.00,55.56,11.54,99.94
222810.00,216149.00,55.56,11.54,99.94
222890.00,216329.00,55.56,11.54,99.94
222995.00,216173.00,55.56,11.54,99.94
223033.00,216327.00,55.56,11.54,99.94
223096.00,216248.00,55.56,11.54,99.94
223236.00,216337.00,55.56,11.54,99.94
223258.00,216326.00,54.55,11.54,99.94
223466.00,216326.00,54.55,11.54,99.94
223436.00,216509.00,54.55,11.54,99.94
223569.00,216345.00,54.55,11.54,99.94
223604.00,216421.00,54.55,11.54,99.94
223722.00,216514.00,54.55,11.54,99.94
223814.00,216404.00,54.55,11.54,99.94
223828.00,216509.00,54.55,11.54,99.94
223979.00,216693.00,54.55,11.54,99.94
224094.00,216541.00,54.55,11.54,99.94
224302.00,216604.00,54.55,11.54,99.94
224265.00,216787.00,54.55,11.54,99.94
224388.00,216668.00,54.55,11.54,99.94
224566.00,216705.00,54.55,11.54,99.94
224551.00,216885.00,54.55,11.54,99.94
224673.00,216728.00,54.55,11.54,99.94
224849.00,216783.00,54.55,11.54,99.94
224768.00,216993.00,54.55,11.54,99.94
224909.00,216862.00,54.55,11.54,99.94
225052.00,216886.00,54.55,11.54,99.94
225079.00,217041.00,54.55,11.54,99.94
225171.00,216960.00,54.55,11.54,99.94
225332.00,216970.00,54.55,11.54,99.94
225323.00,217120.00,54.55,11.54,99.94
225425.00,217014.00,54.55,11.54,99.95
225394.00,217073.00,54.55,11.54,99.95
225142.00,217103.00,54.55,11.54,99.95
224662.00,216868.00,54.55,11.54,99.95
224258.00,216733.00,54.55,11.54,99.95
223840.00,216607.00,54.55,11.54,99.95
223423.00,216400.00,54.55,11.54,99.95
223085.00,216247.00,54.55,11.54,99.95
222856.00,216206.00,54.55,11.54,99.95
222606.00,216115.00,54.55,11.54,99.95
222383.00,215971.00,54.55,11.54,99.95
222178.00,215984.00,54.55,11.54,99.95
222073.00,215848.00,54.55,11.54,99.95
222017.00,215895.00,54.55,11.54,99.95
222088.00,215867.00,54.55,11.54,99.95
222163.00,215935.00,54.55,11.54,99.95
222239.00,215939.00,54.55,11.54,99.95
222298.00,215996.00,54.55,11.54,99.95
222311.00,215993.00,54.55,11.54,99.95
222333.00,216016.00,54.55,11.54,99.95
222392.00,216019.00,54.55,11.54,99.95
222422.00,216021.00,54.55,11.54,99.95
222450.00,216070.00,54.55,11.54,99.95
222682.00,216022.00,54.55,11.54,99.95
222660.00,216226.00,54.55,11.54,99.95
222757.00,216089.00,54.55,11.54,99.95
222811.00,216214.00,54.55,11.54,99.95
222895.00,216156.00,54.55,11.54,99.95
222985.00,216238.00,54.55,11.54,99.95
223034.00,216220.00,54.55,11.54,99.95
223223.00,216232.00,54.55,11.54,99.95
223206.00,216398.00,57.69,11.54,99.95
223321.00,216257.00,57.69,11.54,99.95
223375.00,216326.00,57.69,11.54,99.95
223476.00,216438.00,57.69,11.54,99.95
223529.00,216323.00,57.69,11.54,99.95
223654.00,216424.00,57.69,11.54,99.95
223741.00,216434.00,57.69,11.54,99.95
223817.00,216433.00,57.69,11.54,99.95
223916.00,216518.00,57.69,11.54,99.95
224003.00,216533.00,57.69,11.54,99.95
224044.00,216479.00,57.69,11.54,99.95
224184.00,216623.00,57.69,11.54,99.95
224280.00,216617.00,57.69,11.54,99.95
224362.00,216601.00,57.69,11.54,99.95
224450.00,216694.00,57.69,11.54,99.95
224535.00,216709.00,57.69,11.54,99.95
224571.00,216696.00,57.69,11.54,99.95
224695.00,216805.00,57.69,11.54,99.95
224798.00,216791.00,57.69,11.54,99.95
224880.00,216791.00,57.69,11.54,99.95
224959.00,216860.00,57.69,11.54,99.95
225041.00,216912.00,57.69,11.54,99.95
225090.00,216846.00,57.69,11.54,99.95
224903.00,216879.00,57.69,11.54,99.95
224601.00,216900.00,57.69,11.54,99.95
224207.00,216536.00,57.69,11.54,99.95
223680.00,216476.00,57.69,11.54,99.95
223344.00,216478.00,57.69,11.54,99.95
223047.00,216138.00,57.69,11.54,99.95
222756.00,216100.00,57.69,11.54,99.95
222511.00,216192.00,57.69,11.54,99.95
222290.00,215961.00,57.69,11.54,99.95
222213.00,215856.00,57.69,11.54,99.95
221940.00,215961.00,57.69,11.54,99.95
221933.00,215817.00,57.69,11.54,99.95
221985.00,215850.00,57.69,11.54,99.95
222140.00,215818.00,57.69,11.54,99.95
222191.00,215933.00,57.69,11.54,99.95
222245.00,215940.00,57.69,11.54,99.95
222263.00,215975.00,57.69,11.54,99.95
222300.00,215910.00,57.69,11.54,99.95
222279.00,215988.00,57.69,11.54,99.95
222331.00,215928.00,57.69,11.54,99.95
222437.00,216014.00,57.69,11.54,99.95
222496.00,215951.00,57.69,11.54,99.95
222583.00,216052.00,57.69,11.54,99.95
222624.00,216089.00,57.69,11.54,99.95
222882.00,216074.00,57.69,11.54,99.95
222851.00,216261.00,57.69,11.54,99.95
222933.00,216138.00,57.69,11.54,99.95
222970.00,216246.00,57.69,11.54,99.95
223107.00,216172.00,57.69,11.54,99.95
223154.00,216230.00,57.69,11.54,99.95
223277.00,216313.00,57.69,11.54,99.95
223316.00,216244.00,57.69,11.54,99.95
223426.00,216340.00,57.69,11.54,99.95
223434.00,216348.00,57.69,11.54,99.95
223624.00,216411.00,57.69,11.54,99.95
223616.00,216484.00,57.69,11.54,99.95
223744.00,216412.00,57.69,11.54,99.95
223904.00,216471.00,57.69,11.54,99.95
223959.00,216586.00,57.69,11.54,99.95
224008.00,216558.00,57.69,11.54,99.95
224155.00,216604.00,57.69,11.54,99.95
224263.00,216657.00,57.69,11.54,99.95
224264.00,216621.00,57.69,11.54,99.95
224414.00,216671.00,57.69,15.31,99.95
224494.00,216738.00,57.69,15.31,99.95
224570.00,216717.00,57.69,15.31,99.95
224633.00,216698.00,57.69,15.31,99.95
224744.00,216792.00,57.69,15.31,99.95
224867.00,216796.00,57.69,15.31,99.95
224961.00,216775.00,57.69,15.31,99.95
224993.00,216861.00,57.69,15.31,99.95
225071.00,216919.00,57.69,15.31,99.82
225023.00,216821.00,57.69,15.31,99.82
224673.00,216819.00,57.69,15.31,99.82
224293.00,216778.00,57.69,15.31,99.82
223855.00,216416.00,57.69,15.31,99.82
223397.00,216325.00,57.69,15.31,99.82
222953.00,216341.00,57.69,15.31,99.82
222664.00,216095.00,57.69,15.31,99.82
222484.00,215965.00,57.69,15.31,99.82
222076.00,216018.00,57.69,15.31,99.82
221907.00,215831.00,57.69,15.31,99.82
221821.00,215734.00,57.69,15.31,99.82
221607.00,215841.00,57.69,15.31,99.82
221649.00,215581.00,57.69,15.31,99.82
221633.00,215824.00,57.69,15.31,99.82
221799.00,215605.00,57.69,15.31,99.82
221797.00,215919.00,57.69,15.31,99.82
221938.00,215655.00,57.69,15.31,99.82
221849.00,215947.00,57.69,15.31,99.82
221988.00,215678.00,57.69,15.31,99.82
221909.00,215967.00,57.69,15.31,99.82
222006.00,215738.00,57.69,15.31,99.82
222029.00,215929.00,57.69,15.31,99.82
222062.00,215811.00,57.69,15.31,99.82
222210.00,215897.00,57.69,15.31,99.82
222269.00,215836.00,57.69,15.31,99.82
222361.00,215954.00,57.69,15.31,99.82
222443.00,215973.00,57.69,15.31,99.82
222516.00,215989.00,57.69,15.31,99.82
222613.00,216160.00,57.69,15.31,99.82
222629.00,215987.00,57.69,15.31,99.82
222776.00,216103.00,57.69,15.31,99.82
222797.00,216124.00,57.69,15.31,99.82
223006.00,216092.00,57.69,15.31,99.82
223014.00,216273.00,57.69,15.31,99.82
223122.00,216177.00,57.69,15.31,99.82
223289.00,216188.00,57.69,15.31,99.82
223232.00,216375.00,57.69,15.31,99.82
223374.00,216250.00,57.69,15.31,99.82
223576.00,216280.00,57.69,15.31,99.82
223502.00,216459.00,57.69,15.31,99.82
223643.00,216377.00,57.69,15.31,99.82
223864.00,216384.00,57.69,15.31,99.82
223801.00,216581.00,57.69,15.31,99.82
223908.00,216451.00,57.69,15.31,99.82
224033.00,216483.00,57.69,15.31,99.82
224076.00,216660.00,57.69,15.31,99.82
224180.00,216500.00,57.69,15.31,99.82
224208.00,216569.00,57.69,15.31,99.82
224351.00,216681.00,57.69,15.31,99.82
224487.00,216582.00,57.69,15.31,99.82
224549.00,216704.00,57.69,15.31,99.82
224602.00,216755.00,57.69,15.31,99.79
224578.00,216655.00,57.69,15.31,99.79
224308.00,216673.00,57.69,15.31,99.79
223906.00,216534.00,57.69,15.31,99.79
223391.00,216288.00,57.69,15.31,99.79
222984.00,216222.00,57.69,15.31,99.79
222604.00,216061.00,57.69,15.31,99.79
222259.00,215878.00,57.69,15.31,99.79
222027.00,215877.00,57.69,15.31,99.79
221751.00,215762.00,57.69,15.31,99.79
221572.00,215687.00,57.69,15.31,99.79
221345.00,215675.00,57.69,15.31,99.79
221267.00,215534.00,57.69,15.31,99.79
221248.00,215565.00,57.69,15.31,99.79
221315.00,215483.00,57.69,15.31,99.79
221377.00,215620.00,57.69,15.31,99.79
221510.00,215602.00,57.69,15.31,99.79
221561.00,215685.00,57.69,15.31,99.79
221588.00,215647.00,57.69,15.31,99.79
221626.00,215717.00,57.69,15.31,99.79
221700.00,215674.00,57.69,15.31,99.79
221752.00,215738.00,57.69,15.31,99.79
221839.00,215663.00,57.69,15.31,99.79
221896.00,215786.00,57.69,15.31,99.79
221974.00,215790.00,57.69,15.31,99.79
222077.00,215815.00,57.69,15.31,99.79
222185.00,215988.00,57.69,15.31,99.79
222310.00,215850.00,57.69,15.31,99.79
222356.00,216004.00,57.69,15.31,99.79
222484.00,215871.00,57.69,15.31,99.79
222560.00,215986.00,58.82,15.31,99.79
222666.00,216063.00,58.82,15.31,99.79
222744.00,216014.00,58.82,15.31,99.79
222836.00,216142.00,58.82,15.31,99.79
222922.00,216097.00,58.82,15.31,99.79
223146.00,216116.00,58.82,15.31,99.79
223080.00,216278.00,58.82,15.31,99.79
223233.00,216207.00,58.82,15.31,99.79
223453.00,216219.00,58.82,15.31,99.79
223391.00,216428.00,58.82,15.31,99.79
223551.00,216289.00,58.82,15.31,99.79
223625.00,216327.00,58.82,15.31,99.79
223721.00,216512.00,58.82,15.31,99.79
223834.00,216385.00,58.82,15.31,99.79
224025.00,216422.00,58.82,15.31,99.79
223947.00,216604.00,58.82,15.31,99.79
224090.00,216539.00,58.82,15.31,99.79
224282.00,216506.00,58.82,15.31,99.79
224277.00,216695.00,58.82,15.31,99.79
224404.00,216616.00,58.82,15.31,99.79
224600.00,216598.00,58.82,15.31,99.93
224511.00,216814.00,58.82,15.31,99.93
224476.00,216711.00,58.82,15.31,99.93
224261.00,216608.00,58.82,15.31,99.93
223796.00,216568.00,58.82,15.31,99.93
223287.00,216299.00,58.82,15.31,99.93
222969.00,216176.00,58.82,15.31,99.93
222593.00,216102.00,58.82,15.31,99.93
222233.00,215877.00,58.82,15.31,99.93
222065.00,215849.00,58.82,15.31,99.93
221857.00,215805.00,58.82,15.31,99.93
221577.00,215648.00,58.82,15.31,99.93
221482.00,215591.00,58.82,15.31,99.93
221394.00,215598.00,58.82,15.31,99.93
221418.00,215535.00,58.82,15.31,99.93
221494.00,215629.00,58.82,15.31,99.93
221606.00,215582.00,58.82,15.31,99.93
221683.00,215672.00,58.82,15.31,99.93
221688.00,215661.00,58.82,15.31,99.93
221729.00,215709.00,58.82,15.31,99.93
221749.00,215671.00,58.82,15.31,99.93
221796.00,215739.00,58.82,15.31,99.93
221924.00,215703.00,58.82,15.31,99.93
221981.00,215787.00,58.82,15.31,99.93
222043.00,215788.00,58.82,15.31,99.93
222107.00,215793.00,58.82,15.31,99.93
222164.00,215963.00,58.82,15.31,99.93
222448.00,215826.00,58.82,15.31,99.93
222421.00,216048.00,58.82,15.31,99.93
222510.00,215881.00,58.82,15.31,99.93
222622.00,216022.00,58.82,15.31,99.93
222649.00,215991.00,63.83,15.31,99.93
222881.00,215989.00,63.83,15.31,99.93
222875.00,216192.00,63.83,15.31,99.93
222969.00,216076.00,63.83,15.31,99.93
223151.00,216112.00,63.83,15.31,99.93
223110.00,216295.00,63.83,15.31,99.93
223241.00,216215.00,63.83,15.31,99.93
223431.00,216207.00,63.83,15.31,99.93
223392.00,216378.00,63.83,15.31,99.93
223528.00,216275.00,63.83,15.31,99.93
223754.00,216298.00,63.83,15.31,99.93
223682.00,216490.00,63.83,15.31,99.93
223804.00,216383.00,63.83,15.31,99.93
223880.00,216377.00,63.83,15.31,99.93
223988.00,216589.00,63.83,15.31,99.93
224085.00,216446.00,63.83,15.31,99.93
224159.00,216519.00,63.83,15.31,99.93
224262.00,216590.00,63.83,15.31,99.93
224374.00,216476.00,63.83,15.31,99.76
224308.00,216608.00,63.83,15.31,99.76
224119.00,216559.00,63.83,15.31,99.76
223768.00,216411.00,63.83,15.31,99.76
223316.00,216311.00,63.83,15.31,99.76
222928.00,216141.00,63.83,15.31,99.76
222585.00,215966.00,63.83,15.31,99.76
222283.00,215911.00,63.83,15.31,99.76
222002.00,215810.00,63.83,15.31,99.76
221778.00,215653.00,63.83,15.31,99.76
221647.00,215675.00,63.83,15.31,99.76
221471.00,215591.00,63.83,15.31,99.76
221401.00,215447.00,63.83,15.31,99.76
221429.00,215704.00,63.83,15.31,99.76
221622.00,215449.00,63.83,15.31,99.76
221603.00,215779.00,63.83,15.31,99.76
221765.00,215539.00,63.83,15.31,99.76
221695.00,215783.00,63.83,15.31,99.76
221804.00,215574.00,63.83,15.31,99.76
221748.00,215797.00,63.83,15.31,99.76
221885.00,215569.00,63.83,15.31,99.76
221846.00,215873.00,63.83,15.31,99.76
221968.00,215680.00,63.83,15.31,99.76
221970.00,215839.00,63.83,15.31,99.76
222062.00,215733.00,63.83,15.31,99.76
222074.00,215870.00,63.83,15.31,99.76
222266.00,215795.00,63.83,15.31,99.76
222337.00,215903.00,63.83,15.31,99.76
222417.00,215915.00,63.83,15.31,99.76
222646.00,215914.00,61.22,15.31,99.76
222592.00,216098.00,61.22,15.31,99.76
222691.00,215950.00,61.22,15.31,99.76
222771.00,216062.00,61.22,15.31,99.76
222829.00,216106.00,61.22,15.31,99.76
223009.00,216056.00,61.22,15.31,99.76
223031.00,216221.00,61.22,15.31,99.76
223151.00,216102.00,61.22,15.31,99.76
223211.00,216165.00,61.22,15.31,99.76
223300.00,216318.00,61.22,15.31,99.76
223423.00,216160.00,61.22,15.31,99.76
223420.00,216269.00,61.22,15.31,99.76
223568.00,216400.00,61.22,15.31,99.76
223609.00,216302.00,61.22,15.31,99.76
223760.00,216358.00,61.22,15.31,99.76
223868.00,216414.00,61.22,15.31,99.76
223937.00,216403.00,61.22,15.31,99.76
224051.00,216496.00,61.22,15.31,99.76
224102.00,216502.00,61.22,15.31,99.76
224176.00,216494.00,61.22,15.31,99.88
224015.00,216564.00,61.22,15.31,99.88
223636.00,216394.00,61.22,15.31,99.88
223262.00,216297.00,61.22,15.31,99.88
222798.00,216165.00,61.22,15.31,99.88
222356.00,215922.00,61.22,15.31,99.88
222100.00,215762.00,61.22,15.31,99.88
221744.00,215790.00,61.22,15.31,99.88
221511.00,215589.00,61.22,15.31,99.88
221346.00,215515.00,61.22,15.31,99.88
221047.00,215549.00,61.22,15.31,99.88
220928.00,215420.00,61.22,15.31,99.88
220839.00,215360.00,61.22,15.31,99.88
220868.00,215421.00,61.22,15.31,99.88
220957.00,215380.00,61.22,15.31,99.88
221052.00,215517.00,61.22,15.31,99.88
221106.00,215435.00,61.22,15.31,99.88
221136.00,215571.00,61.22,15.31,99.88
221145.00,215466.00,61.22,15.31,99.88
221174.00,215615.00,61.22,15.31,99.88
221284.00,215463.00,61.22,15.31,99.88
221355.00,215697.00,61.22,15.31,99.88
221484.00,215509.00,61.22,15.31,99.88
221514.00,215695.00,61.22,15.31,99.88
221532.00,215566.00,61.22,15.31,99.88
221700.00,215674.00,61.22,15.31,99.88
221810.00,215584.00,61.22,15.31,99.88
221870.00,215729.00,61.22,15.31,99.88
221900.00,215776.00,61.22,15.31,99.88
222115.00,215741.00,61.22,15.31,99.88
222111.00,215898.00,63.83,15.31,99.88
222245.00,215837.00,63.83,15.31,99.88
222450.00,215834.00,63.83,15.31,99.88
222407.00,216035.00,63.83,15.31,99.88
222537.00,215869.00,63.83,15.31,99.88
222533.00,215935.00,63.83,15.31,99.88
222669.00,216102.00,63.83,15.31,99.88
222784.00,215978.00,63.83,15.31,99.88
222882.00,216039.00,63.83,15.31,99.88
222954.00,216215.00,63.83,15.31,99.88
223048.00,216067.00,63.83,15.31,99.88
223256.00,216113.00,63.83,15.31,99.88
223197.00,216308.00,63.83,15.31,99.88
223317.00,216150.00,63.83,15.31,99.88
223399.00,216187.00,63.83,15.31,99.88
223450.00,216381.00,63.83,15.31,99.88
223545.00,216308.00,63.83,15.31,99.88
223704.00,216285.00,63.83,15.31,99.87
223547.00,216447.00,63.83,15.31,99.87
223399.00,216283.00,63.83,15.31,99.87
223184.00,216169.00,63.83,15.31,99.87
222605.00,216160.00,63.83,15.31,99.87
222184.00,215896.00,63.83,15.31,99.87
221908.00,215692.00,63.83,15.31,99.87
221437.00,215722.00,63.83,15.31,99.87
221180.00,215483.00,63.83,15.31,99.87
220998.00,215344.00,63.83,15.31,99.87
220642.00,215422.00,63.83,15.31,99.87
220492.00,215249.00,63.83,15.31,99.87
220434.00,215131.00,63.83,15.31,99.87
220342.00,215248.00,63.83,15.31,99.87
220412.00,215086.00,63.83,15.31,99.87
220476.00,215280.00,63.83,15.31,99.87
220612.00,215200.00,63.83,15.31,99.87
220637.00,215382.00,63.83,15.31,99.87
220727.00,215235.00,63.83,15.31,99.87
220724.00,215391.00,63.83,15.31,99.87
220778.00,215289.00,63.83,15.31,99.87
220852.00,215404.00,63.83,15.31,99.87
220875.00,215350.00,63.83,15.31,99.87
221010.00,215423.00,63.83,15.31,99.87
221116.00,215331.00,63.83,15.31,99.87
221192.00,215480.00,63.83,15.31,99.87
221251.00,215525.00,63.83,15.31,99.87
221362.00,215501.00,63.83,15.31,99.87
221503.00,215714.00,63.83,15.31,99.87
221638.00,215497.00,63.83,15.31,99.87
221621.00,215739.00,63.83,15.31,99.87
221791.00,215630.00,63.83,15.31,99.87
222022.00,215658.00,63.83,15.31,99.87
221961.00,215865.00,63.83,15.31,99.87
222047.00,215701.00,63.83,15.31,99.87
222151.00,215789.00,63.83,15.31,99.87
222264.00,215817.00,63.83,15.31,99.87
222318.00,215818.00,63.83,15.31,99.87
222441.00,215923.00,63.83,15.31,99.87
222566.00,215912.00,63.83,15.31,99.87
222602.00,215896.00,63.83,15.31,99.87
222761.00,216022.00,63.83,15.31,99.87
222873.00,216058.00,63.83,15.31,99.87
222939.00,216020.00,63.83,15.31,99.87
223060.00,216128.00,63.83,15.31,99.87
223191.00,216155.00,63.83,15.31,99.87
223224.00,216124.00,63.83,15.31,99.87
223366.00,216241.00,63.83,15.31,99.87
223451.00,216267.00,63.83,15.31,99.81
223428.00,216211.00,63.83,15.31,99.81
223176.00,216203.00,63.83,15.31,99.81
222803.00,216118.00,63.83,15.31,99.81
222399.00,215895.00,63.83,15.31,99.81
222024.00,215790.00,63.83,15.31,99.81
221716.00,215672.00,63.83,15.31,99.81
221460.00,215492.00,63.83,15.31,99.81
221189.00,215446.00,63.83,15.31,99.81
221019.00,215519.00,63.83,15.31,99.81
220872.00,215270.00,63.83,15.31,99.81
220735.00,215250.00,63.83,15.31,99.81
220677.00,215352.00,63.83,15.31,99.81
220732.00,215213.00,63.83,15.31,99.81
220830.00,215312.00,63.83,15.31,99.81
220958.00,215302.00,63.83,15.31,99.81
221028.00,215407.00,63.83,15.31,99.81
221109.00,215370.00,63.83,15.31,99.81
221149.00,215435.00,63.83,15.31,99.81
221193.00,215432.00,63.83,15.31,99.81
221247.00,215483.00,63.83,15.31,99.81
221319.00,215446.00,63.83,15.31,99.81
221418.00,215537.00,63.83,15.31,99.81
221529.00,215452.00,63.83,15.31,99.81
221622.00,215584.00,63.83,15.31,99.81
221725.00,215594.00,63.83,15.31,99.81
221758.00,215621.00,63.83,15.31,99.81
221889.00,215784.00,63.83,15.31,99.81
222104.00,215583.00,63.83,15.31,99.81
222104.00,215842.00,65.22,15.31,99.81
222199.00,215729.00,65.22,15.31,99.81
222326.00,215836.00,65.22,15.31,99.81
222365.00,215851.00,65.22,15.31,99.81
222600.00,215880.00,65.22,15.31,99.81
222613.00,216014.00,65.22,15.31,99.81
222740.00,215875.00,65.22,15.31,99.81
222827.00,215953.00,65.22,15.31,99.81
222921.00,216136.00,65.22,15.31,99.81
223038.00,216076.00,65.22,15.31,99.81
223233.00,216064.00,65.22,15.31,99.81
223196.00,216266.00,65.22,15.31,99.81
223347.00,216203.00,65.22,15.31,99.81
223548.00,216164.00,65.22,15.31,99.81
223530.00,216363.00,65.22,15.31,99.81
223667.00,216270.00,65.22,15.31,99.81
223880.00,216289.00,65.22,15.31,99.81
223816.00,216475.00,65.22,15.31,99.81
223883.00,216368.00,65.22,15.31,99.85
223787.00,216354.00,65.22,15.31,99.85
223440.00,216347.00,65.22,15.31,99.85
223095.00,216124.00,65.22,15.31,99.85
222870.00,216002.00,65.22,15.31,99.85
222549.00,216003.00,65.22,15.31,99.85
222379.00,215819.00,65.22,15.31,99.85
222301.00,215771.00,65.22,15.31,99.85
222157.00,215791.00,65.22,15.31,99.85
221960.00,215655.00,65.22,15.31,99.85
221938.00,215655.00,65.22,15.31,99.85
221953.00,215646.00,65.22,15.31,99.85
222013.00,215510.00,65.22,15.31,99.85
222118.00,215669.00,65.22,15.31,99.85
222227.00,215582.00,65.22,15.31,99.85
222271.00,215713.00,65.22,15.31,99.85
222353.00,215610.00,65.22,15.31,99.85
222396.00,215762.00,65.22,15.31,99.85
222470.00,215643.00,65.22,15.31,99.85
222526.00,215798.00,65.22,15.31,99.85
222631.00,215714.00,65.22,15.31,99.85
222688.00,215845.00,65.22,15.31,99.85
222751.00,215865.00,65.22,15.31,99.85
222896.00,215883.00,65.22,15.31,99.85
223009.00,216085.00,65.22,15.31,99.85
223142.00,215916.00,65.22,15.31,99.85
223196.00,216088.00,65.22,15.31,99.85
223304.00,216019.00,65.22,15.31,99.85
223419.00,216088.00,65.22,15.31,99.85
223486.00,216121.00,65.22,15.31,99.85
223730.00,216116.00,65.22,15.31,99.85
223718.00,216296.00,65.22,15.31,99.85
223855.00,216152.00,65.22,15.31,99.85
223887.00,216232.00,65.22,15.31,99.85
224035.00,216399.00,65.22,15.31,99.85
224179.00,216236.00,65.22,15.31,99.85
224219.00,216349.00,65.22,15.31,99.85
224381.00,216506.00,65.22,15.31,99.85
224519.00,216391.00,65.22,15.31,99.85
224610.00,216471.00,65.22,15.31,99.85
224722.00,216651.00,65.22,15.31,99.85
224857.00,216534.00,65.22,15.31,99.85
224978.00,216574.00,65.22,15.31,99.85
225059.00,216775.00,65.22,11.49,99.85
225201.00,216639.00,65.22,11.49,99.85
225352.00,216688.00,65.22,11.49,99.94
225174.00,216829.00,65.22,11.49,99.94
224960.00,216660.00,65.22,11.49,99.94
224822.00,216523.00,65.22,11.49,99.94
224462.00,216590.00,65.22,11.49,99.94
224373.00,216405.00,65.22,11.49,99.94
224322.00,216299.00,65.22,11.49,99.94
224168.00,216388.00,65.22,11.49,99.94
224052.00,216231.00,65.22,11.49,99.94
224074.00,216208.00,65.22,11.49,99.94
223986.00,216254.00,65.22,11.49,99.94
223936.00,216176.00,65.22,11.49,99.94
223975.00,216127.00,65.22,11.49,99.94
224070.00,216311.00,65.22,11.49,99.94
224168.00,216209.00,65.22,11.49,99.94
224256.00,216400.00,65.22,11.49,99.94
224347.00,216215.00,65.22,11.49,99.94
224426.00,216439.00,65.22,11.49,99.94
224563.00,216204.00,65.22,11.49,99.94
224496.00,216475.00,65.22,11.49,99.94
224589.00,216242.00,65.22,11.49,99.94
224704.00,216479.00,65.22,11.49,99.94
224828.00,216338.00,65.22,11.49,99.94
224863.00,216490.00,65.22,11.49,99.94
224955.00,216394.00,65.22,11.49,99.94
225060.00,216491.00,65.22,11.49,99.94
225165.00,216415.00,65.22,11.49,99.94
225221.00,216523.00,65.22,11.49,99.94
225267.00,216579.00,65.22,11.49,99.94
225500.00,216534.00,63.83,11.49,99.94
225482.00,216731.00,63.83,11.49,99.94
225612.00,216569.00,63.83,11.49,99.94
225662.00,216676.00,63.83,11.49,99.94
225786.00,216736.00,63.83,11.49,99.94
225851.00,216684.00,63.83,11.49,99.94
225963.00,216811.00,63.83,11.49,99.94
226007.00,216795.00,63.83,11.49,99.94
226185.00,216833.00,63.83,11.49,99.94
226243.00,216933.00,63.83,11.49,99.94
226298.00,216878.00,63.83,11.49,99.94
226447.00,216918.00,63.83,11.49,99.94
226507.00,217050.00,63.83,11.49,99.94
226544.00,216975.00,63.83,11.49,99.94
226679.00,217040.00,63.83,11.49,99.94
226725.00,217097.00,63.83,11.49,99.94
226842.00,217057.00,63.83,11.49,99.94
226999.00,217093.00,63.83,11.49,99.96
226965.00,217222.00,63.83,11.49,99.96
226944.00,217119.00,63.83,11.49,99.96
226852.00,217081.00,63.83,11.49,99.96
226645.00,217099.00,63.83,11.49,99.96
226435.00,216924.00,63.83,11.49,99.96
226341.00,216904.00,63.83,11.49,99.96
226242.00,216867.00,63.83,11.49,99.96
226154.00,216766.00,63.83,11.49,99.96
226078.00,216690.00,63.83,11.49,99.96
226020.00,216718.00,63.83,11.49,99.96
225959.00,216668.00,63.83,11.49,99.96
225948.00,216613.00,63.83,11.49,99.96
225953.00,216669.00,63.83,11.49,99.96
226001.00,216592.00,63.83,11.49,99.96
226079.00,216677.00,63.83,11.49,99.96
226119.00,216654.00,63.83,11.49,99.96
226173.00,216726.00,63.83,11.49,99.96
226214.00,216648.00,63.83,11.49,99.96
