# IR, RED, Calculated Heart Rate, Calculated Respiration Rate, Calculated SPO2
226157.00,217286.00,54.55,12.77,99.67
226190.00,217405.00,54.55,12.77,99.67
226191.00,217352.00,54.55,12.77,99.67
226167.00,217341.00,54.55,12.77,99.67
225933.00,217313.00,54.55,12.77,99.67
225561.00,217137.00,54.55,12.77,99.67
225094.00,216952.00,54.55,12.77,99.67
224799.00,216905.00,54.55,12.77,99.67
224487.00,216751.00,54.55,12.77,99.67
224160.00,216625.00,54.55,12.77,99.67
223944.00,216600.00,54.55,12.77,99.67
223743.00,216540.00,54.55,12.77,99.67
223561.00,216424.00,54.55,12.77,99.67
223339.00,216393.00,54.55,12.77,99.67
223284.00,216469.00,54.55,12.77,99.67
223319.00,216290.00,54.55,12.77,99.67
223345.00,216357.00,54.55,12.77,99.67
223449.00,216547.00,54.55,12.77,99.67
223522.00,216390.00,54.55,12.77,99.67
223648.00,216442.00,54.55,12.77,99.67
223555.00,216595.00,54.55,12.77,99.67
223593.00,216399.00,54.55,12.77,99.67
223729.00,216465.00,54.55,12.77,99.67
223619.00,216627.00,54.55,12.77,99.67
223692.00,216506.00,54.55,12.77,99.67
223873.00,216511.00,54.55,12.77,99.67
223755.00,216690.00,54.55,12.77,99.67
223888.00,216564.00,54.55,12.77,99.67
224065.00,216561.00,54.55,12.77,99.67
224043.00,216735.00,54.55,12.77,99.67
224128.00,216666.00,54.55,12.77,99.67
224265.00,216705.00,54.55,12.77,99.67
224315.00,216796.00,54.55,12.77,99.67
224289.00,216747.00,54.55,12.77,99.67
224431.00,216760.00,54.55,12.77,99.67
224515.00,216826.00,54.55,12.77,99.67
224547.00,216778.00,54.55,12.77,99.67
224672.00,216820.00,54.55,12.77,99.67
224784.00,216890.00,54.55,12.77,99.67
224818.00,216849.00,54.55,12.77,99.67
224898.00,216868.00,54.55,12.77,99.67
224984.00,216944.00,54.55,12.77,99.67
225105.00,216924.00,54.55,12.77,99.67
225155.00,216953.00,54.55,12.77,99.67
225244.00,217035.00,54.55,12.77,99.67
225354.00,217006.00,54.55,12.77,99.67
225460.00,217027.00,54.55,12.77,99.67
225528.00,217106.00,54.55,12.77,99.67
225600.00,217189.00,54.55,12.77,99.67
225708.00,217093.00,54.55,12.77,99.67
225695.00,217186.00,54.55,12.77,99.67
225824.00,217320.00,54.55,12.77,99.67
225921.00,217166.00,54.55,12.77,99.67
226106.00,217250.00,54.55,12.77,99.67
226062.00,217426.00,54.55,12.77,99.67
226154.00,217332.00,54.55,12.77,99.67
